;;; @article{yunetal2015,
;;; 	title={The Korean Corpus of Spontaneous Speech},
;;; 	author={Yun, W., Yoon, K., Park, S., Lee, J., Cho, S., Kang, D., Byun, K., Hahn, H., Kim, J.},
;;; 	journal={Journal of the Korean Society of Speech Sciences},
;;; 	volume={7(2)},
;;; 	pages={103–109},
;;; 	year={2015},
;;; 	publisher={}
;;; }
ㄱㅗㅅㅜㅂㅜㅈㅣ	g o s u b u j i
ㄱㅗㅅㅡ	g o s eu
ㄱㅗㅅㅡㄴ	g o s eu M
ㄱㅗㅅㅡㄴ	g o s eu N
ㄱㅗㅅㅡㄹ	g o s eu L
ㄱㅗㅅㅡㄹㅗ	g o s eu r o
ㄱㅗㅅㅡㄹㅗ	g o s eu r u
ㄱㅗㅅㅡㅌㅗㅂ	g o s eu d o P
ㄱㅗㅅㅢ	g o s e
ㄱㅗㅅㅣ	g o s i
ㄱㅗㅅㅣ	kk o s i
ㄱㅗㅅㅣㄱㅓㄷㅡㄴㅛ	g o s i g eo d eu N n y eo
ㄱㅗㅅㅣㄱㅗ	g o s i g o
ㄱㅗㅅㅣㄱㅜㄴㅏ	g o s i g u n a
ㄱㅗㅅㅣㄱㅣㄷㅗ	g o s i g i d o
ㄱㅗㅅㅣㄱㅣㄷㅗ	g o s i g i d u
ㄱㅗㅅㅣㄴ	g o s i NG
ㄱㅗㅅㅣㄴㄷㅔ	g o s i N d e
ㄱㅗㅅㅣㄴㅈㅣ	g eo s i N j i
ㄱㅗㅅㅣㄴㅏ	g o s i n a
ㄱㅗㅅㅣㄷㅏ	g o s i d a
ㄱㅗㅅㅣㄷㅏㄹㅏㄱㅗ	g o s i d a r a g u
ㄱㅗㅅㅣㄷㅚㄱㅣ	g o s i d e g i
ㄱㅗㅅㅣㄹㅏ	g o s i r a
ㄱㅗㅅㅣㄹㅏㄱㅗ	g o s i r a g u
ㄱㅗㅅㅣㄹㅏㄴ	g o s i r a N
ㄱㅗㅅㅣㄹㅏㄴㅡㄴ	g o s i r a n eu NG
ㄱㅗㅅㅣㅁㅕ	g o s i m e
ㄱㅗㅅㅣㅁㅣ	g o s i m i
ㄱㅗㅅㅣㅅㅐㅇㄷㅡㄹㅡㄴ	g o s i s e NG d eu r eu N
ㄱㅗㅅㅣㅈㅛ	g o s i j y eo
ㄱㅗㅅㅣㅓㅅㅓ	g o s i eo s eo
ㄱㅗㅅㅣㅓㅆㄴㅡㄴㄷㅔ	g o s i eo N n eu N d e
ㄱㅗㅅㅣㅔㅛ	g o s i e y eo
ㄱㅗㅅㅣㅔㅛ	kk o s i e y eo
ㄱㅗㅇ	g o NG
ㄱㅗㅇ	kk o NG
ㄱㅗㅇㄱㅏ	g o NG g a
ㄱㅗㅇㄱㅏㄴ	g o NG g a
ㄱㅗㅇㄱㅏㄴ	g o NG g a N
ㄱㅗㅇㄱㅏㄴㄱㅘ	g o NG g a NG g a
ㄱㅗㅇㄱㅏㄴㄷㅗ	g o NG g a N d u
ㄱㅗㅇㄱㅏㄴㅁㅏㄴ	kk o NG g a M m a N
ㄱㅗㅇㄱㅏㄴㅈㅓㄱㅣㄴ	g o NG g a N j eo g i NG
ㄱㅗㅇㄱㅏㄴㅔ	g o NG g a n e
ㄱㅗㅇㄱㅏㄴㅔㄴㅡㄴ	g o NG g a N e n eu N
ㄱㅗㅇㄱㅏㄴㅔㅅㅓ	g o NG g a n e s eo
ㄱㅗㅇㄱㅏㄴㅔㅅㅓㄴ	g o NG g a n e s eo N
ㄱㅗㅇㄱㅏㄴㅡㄹㅗㅆㅓㄴㅡㄴ	g o NG g a n eu r o ss eo n eu N
ㄱㅗㅇㄱㅏㄴㅣ	g o NG g a n i
ㄱㅗㅇㄱㅏㄴㅣㄴ	g o NG g a n i NG
ㄱㅗㅇㄱㅏㄴㅣㄴㄷㅔ	g o NG g a n i N d e
ㄱㅗㅇㄱㅏㄴㅣㄴㅑㅁㅕㄴ	g o NG g a n i y a M
ㄱㅗㅇㄱㅏㄴㅣㄷㅏ	g o NG g a n i d a
ㄱㅗㅇㄱㅏㄴㅣㄹㅏ	g o NG g a n i r a
ㄱㅗㅇㄱㅏㄴㅣㄹㅏㄱㅗ	g o NG g a n i r a g o
ㄱㅗㅇㄱㅏㄴㅣㄹㅏㅅㅓ	g o NG g a n i r a s eo
ㄱㅗㅇㄱㅏㄹㅃㅏㅇ	g o NG g a L pp a NG
ㄱㅗㅇㄱㅏㅁㄷㅐㄱㅏ	g o NG g a M d e g a
ㄱㅗㅇㄱㅏㅁㄷㅐㄱㅏ	g o NG g a M tt e g a
ㄱㅗㅇㄱㅏㅁㄷㅐㄹㅡㄹ	g o NG g a M d e r eu L
ㄱㅗㅇㄱㅏㅁㄷㅐㅘ	g o NG g a M d e w a
ㄱㅗㅇㄱㅏㅁㄷㅗ	g o NG g a M d u
ㄱㅗㅇㄱㅏㅁㄷㅚㄱㅗ	g o NG g a M d e g u
ㄱㅗㅇㄱㅏㅁㅎㅏㄹ	g o NG g a M h a L
ㄱㅗㅇㄱㅏㅁㅎㅏㄹ	g o NG g a m a L
ㄱㅗㅇㄱㅏㅁㅎㅏㅈㅣㄴㅡㄴ	g o NG g a m a j i n eu M
ㄱㅗㅇㄱㅏㅁㅡㄹ	g o NG g a m eu L
ㄱㅗㅇㄱㅏㅁㅣ	g o NG g a m i
ㄱㅗㅇㄱㅏㅇ	g o NG g a NG
ㄱㅗㅇㄱㅐ	g o NG g e
ㄱㅗㅇㄱㅐㄴㅑ	g o NG g e n y a
ㄱㅗㅇㄱㅐㄹㅏㄴㅡㄴ	g o NG g e r a n eu N
ㄱㅗㅇㄱㅓㄴㅡㄴ	g o NG g eo n eu
ㄱㅗㅇㄱㅕㄱㄷㅗ	g o g y eo K tt o
ㄱㅗㅇㄱㅕㄱㅎㅏㄴㅡㄴ	g o NG g y eo k a n eu NG
ㄱㅗㅇㄱㅕㅇ	g o NG g y eo NG
ㄱㅗㅇㄱㅕㅇㅎㅏㄱㅗ	g o NG g y eo NG h a g u
ㄱㅗㅇㄱㅗㄹㅡㄹ	g o NG g o r eu
ㄱㅗㅇㄱㅗㄹㅡㄹ	g o NG g o r eu L
ㄱㅗㅇㄱㅗㅇ	g o NG g o NG
ㄱㅗㅇㄱㅗㅇㅣ	g o NG g o NG i
ㄱㅗㅇㄱㅛㅠㄱ	g o NG g y o y u K
ㄱㅗㅇㄱㅛㅠㄱ	g o NG g y u K
ㄱㅗㅇㄱㅛㅠㄱㅔ	g o NG g y o y u g e
ㄱㅗㅇㄱㅛㅠㄱㅡㄹ	g o NG g y o y u g eu L
ㄱㅗㅇㄱㅛㅠㄱㅡㄹㅗㅁㅏㄴ	g o NG g y o y u g eu r o m a NG
ㄱㅗㅇㄱㅛㅠㄱㅣ	g o NG g y o y u g i
ㄱㅗㅇㄱㅛㅠㄱㅣㄴㅏ	g o NG g y o y u g i n a
ㄱㅗㅇㄱㅛㅠㄱㅣㄹㅏㄱㅗ	g o NG g y o y u g i r a g u
ㄱㅗㅇㄱㅜ	g o NG g u
ㄱㅗㅇㄱㅜㄹㅏㄴㅡㄴ	g o NG g u r a n eu NG
ㄱㅗㅇㄱㅜㄹㅡㄹ	g o NG g u r eu L
ㄱㅗㅇㄱㅜㅢ	g o NG g u e
ㄱㅗㅇㄱㅡㅂㅣ	g o NG g eu b i
ㄱㅗㅇㄱㅣ	g o NG g i
ㄱㅗㅇㄱㅣㄱㅏ	g o NG g i g a
ㄱㅗㅇㄱㅣㄴㅏ	g o NG g i n a
ㄱㅗㅇㄱㅣㄴㅗㄹㅣ	g o NG g i n o r i
ㄱㅗㅇㄱㅣㄷㅗ	g o NG g i d o
ㄱㅗㅇㄱㅣㄷㅗ	g o NG g i d u
ㄱㅗㅇㄱㅣㄹㅡㄹ	g o NG g i r eu L
ㄱㅗㅇㄱㅣㅆㅣㄱ	g o NG g i ss i NG
ㄱㅗㅇㄱㅣㅊㅓㄹㅓㅁ	g o NG g i ch eo r eo M
ㄱㅗㅇㄱㅣㅎㅏㅈㅏㄱㅗ	g o NG g i h a j a g u
ㄱㅗㅇㄷㅏㄴ	g o NG d a N
ㄱㅗㅇㄷㅏㄴㅎㅏㄱㅗㄴㅡㄴ	g o NG d a n a g u n eu N
ㄱㅗㅇㄷㅏㄴㅔ	g o NG d a n e
ㄱㅗㅇㄷㅏㄴㅔㄴㅡㄴ	g o NG d a n e n eu N
ㄱㅗㅇㄷㅏㄴㅡㄴ	g o NG d a n eu
ㄱㅗㅇㄷㅏㄴㅡㄴ	g o NG d a n eu N
ㄱㅗㅇㄷㅏㄴㅢ	g o NG d a n e
ㄱㅗㅇㄷㅐ	g o NG d e
ㄱㅗㅇㄷㅐㄱㅏ	g o NG d e g a
ㄱㅗㅇㄷㅐㄹㅡㄹ	g o NG d e r eu L
ㄱㅗㅇㄷㅐㅅㅐㅇㄷㅡㄹㅡㄴ	g o NG d e s e NG d eu r eu N
ㄱㅗㅇㄷㅐㅅㅐㅇㅡㄴ	g o NG d e s e NG eu NG
ㄱㅗㅇㄷㅐㅔㅅㅓ	g o NG d e e s eo
ㄱㅗㅇㄷㅐㅛ	g o NG d e y eo
ㄱㅗㅇㄷㅗㄹㅣㄹㅏㄱㅗ	g o NG d o r i r a g o
ㄱㅗㅇㄷㅗㅇ	g o NG d o NG
ㄱㅗㅇㄷㅗㅇㅈㅏㅇㅂㅣㄷㅏ	g o NG d o NG j a NG b i d a
ㄱㅗㅇㄷㅗㅇㅈㅜㅌㅐㄱㅣㄱㅓㄷㅡㄴㅛ	g o NG d o NG j u t e g i g eo d eu N y eo
ㄱㅗㅇㄷㅗㅇㅈㅜㅌㅐㄱㅣㄹㅏ	g o NG d o NG j u t e g i r a
ㄱㅗㅇㄷㅗㅇㅊㅔㅈㅛ	g o NG d o NG ch e j eo
ㄱㅗㅇㄷㅗㅇㅡㄹㅗ	g o NG d o NG eu r u
ㄱㅗㅇㄹㅗㄴㅎㅘㅅㅣㅋㅣㄱㅗ	g o NG n o n a s i k i g o
ㄱㅗㅇㄹㅛㅇㅊㅓㄹㅓㅁ	g o NG y o NG ch eo r eo M
ㄱㅗㅇㄹㅣㅂ	g o NG n i P
ㄱㅗㅇㄹㅣㅂㅎㅏㄱㄱㅛ	g o NG n i p a K kk y o
ㄱㅗㅇㄹㅣㅂㅎㅏㄱㄱㅛㄷㅡㄹㅣ	g o NG n i p a kk y o d eu r i
ㄱㅗㅇㄹㅣㅂㅎㅏㄱㄱㅛㅔㅛ	g o NG n i p a kk y o e y eo
ㄱㅗㅇㄹㅣㅂㅡㄴ	g o NG r i b eu M
ㄱㅗㅇㅁㅜㅝㄴ	g o NG m u eo N
ㄱㅗㅇㅁㅜㅝㄴ	g o NG m u w eo N
ㄱㅗㅇㅁㅜㅝㄴㄷㅡㄹㅣ	g o NG m u w eo N d eu r i
ㄱㅗㅇㅁㅜㅝㄴㅡㄴ	g o NG m u eo n eu N
ㄱㅗㅇㅁㅜㅝㄴㅡㄹㅗ	g o NG m u eo n eu r o
ㄱㅗㅇㅁㅜㅝㄴㅣ	g o NG m u w eo n i
ㄱㅗㅇㅁㅜㅝㄴㅣ	g u NG g w eo n i
ㄱㅗㅇㅁㅜㅝㄴㅣㄴ	g o NG m u w eo n i N
ㄱㅗㅇㅁㅜㅝㄴㅣㄴㄷㅔ	g o NG m u eo n i N d e
ㄱㅗㅇㅁㅜㅝㄴㅣㄴㅑ	g o NG m u w eo n i n y a
ㄱㅗㅇㅁㅜㅝㄴㅣㄹㅏㄷㅡㄴㅈㅣ	g o NG m o w eo n i r a d eu
ㄱㅗㅇㅁㅜㅝㄴㅣㅅㅕㅆㄱㅗ	g o NG m u eo n i s y eo kk o
ㄱㅗㅇㅁㅜㅝㄴㅣㅅㅕㅆㄱㅗ	g o NG m u eo n i s y eo kk u
ㄱㅗㅇㅁㅜㅝㄴㅣㅅㅕㅆㄱㅗ	g o NG m u w eo n i s y eo kk o
ㄱㅗㅇㅁㅜㅝㄴㅣㅅㅕㅆㄱㅗㅛ	g u NG m eo n i s y eo kk u y eo
ㄱㅗㅇㅁㅜㅝㄴㅣㅅㅣㄴㄷㅔ	g o NG m u w eo n i s i N d e
ㄱㅗㅇㅁㅜㅝㄴㅣㅓㅅㅓ	g o NG m u eo n i eo s eo
ㄱㅗㅇㅁㅜㅝㄴㅣㅓㅆ	g o NG m u w eo n i y eo
ㄱㅗㅇㅂㅐㄱㄱㅣㄱㅏ	g o NG b e K kk i g a
ㄱㅗㅇㅂㅐㄱㄱㅣㅁㅏㄴㅋㅡㅁ	g o NG b e K kk i m a NG k eu M
ㄱㅗㅇㅂㅜ	g eo NG b u
ㄱㅗㅇㅂㅜ	g o M
ㄱㅗㅇㅂㅜ	g o M b eu
ㄱㅗㅇㅂㅜ	g o NG b o
ㄱㅗㅇㅂㅜ	g o NG b u
ㄱㅗㅇㅂㅜ	g o NG g u
ㄱㅗㅇㅂㅜ	g o NG u
ㄱㅗㅇㅂㅜ	g o b u
ㄱㅗㅇㅂㅜ	kk eo NG b u
ㄱㅗㅇㅂㅜ	o NG b u
ㄱㅗㅇㅂㅜㄱㅏ	g o M b u g a
ㄱㅗㅇㅂㅜㄱㅏ	g o NG b u a
ㄱㅗㅇㅂㅜㄱㅏ	g o NG b u g a
ㄱㅗㅇㅂㅜㄱㅏ	g o NG m u a
ㄱㅗㅇㅂㅜㄱㅏ	kk o NG b u g a
ㄱㅗㅇㅂㅜㄴ	g o NG b eu NG
ㄱㅗㅇㅂㅜㄴㅏ	g o NG b u n a
ㄱㅗㅇㅂㅜㄴㅡㄴ	g o NG b u N
ㄱㅗㅇㅂㅜㄴㅡㄴ	g o NG b u n eu
ㄱㅗㅇㅂㅜㄴㅡㄴ	g o NG b u n eu M
ㄱㅗㅇㅂㅜㄴㅡㄴ	g o NG b u n eu N
ㄱㅗㅇㅂㅜㄴㅡㄴ	g o NG b u n eu NG
ㄱㅗㅇㅂㅜㄷㅏㅜㄴ	g o NG b u d a u NG
ㄱㅗㅇㅂㅜㄷㅗ	g o NG b u d o
ㄱㅗㅇㅂㅜㄷㅗ	g o NG b u d u
ㄱㅗㅇㅂㅜㄷㅗ	kk o NG b u d o
ㄱㅗㅇㅂㅜㄷㅡㄹㅣ	g o NG b u d eu r i
ㄱㅗㅇㅂㅜㄹ	g o NG b u L
ㄱㅗㅇㅂㅜㄹㅏㅇㅡㄴ	g o NG b u r a NG eu N
ㄱㅗㅇㅂㅜㄹㅗㄴㅡㄴ	g o NG b u r eu N
ㄱㅗㅇㅂㅜㄹㅡㄹ	g o M b u r eu
ㄱㅗㅇㅂㅜㄹㅡㄹ	g o M b u r eu L
ㄱㅗㅇㅂㅜㄹㅡㄹ	g o NG b eu L
ㄱㅗㅇㅂㅜㄹㅡㄹ	g o NG b eu r eu
ㄱㅗㅇㅂㅜㄹㅡㄹ	g o NG b u L
ㄱㅗㅇㅂㅜㄹㅡㄹ	g o NG b u r eu
ㄱㅗㅇㅂㅜㄹㅡㄹ	g o NG b u r eu L
ㄱㅗㅇㅂㅜㄹㅡㄹ	kk o NG b u r eu L
ㄱㅗㅇㅂㅜㅁㅏㄴ	g o NG b u m a M
ㄱㅗㅇㅂㅜㅁㅏㄴ	g o NG b u m a N
ㄱㅗㅇㅂㅜㅂㅏㅇ	g o NG b u pp a NG
ㄱㅗㅇㅂㅜㅂㅗㄷㅏㄴㅡㄴ	g o NG b u b o d a n eu N
ㄱㅗㅇㅂㅜㅎㅏ	g o NG b u a
ㄱㅗㅇㅂㅜㅎㅏ	g o NG b u h a
ㄱㅗㅇㅂㅜㅎㅏㄱㅓㄴㅏ	g o NG b u h a g eo n a
ㄱㅗㅇㅂㅜㅎㅏㄱㅔㅆㄷㅏㄱㅗ	g o NG b u a g e tt a g o
ㄱㅗㅇㅂㅜㅎㅏㄱㅗ	g o M b u h a g o
ㄱㅗㅇㅂㅜㅎㅏㄱㅗ	g o NG b u a g eo
ㄱㅗㅇㅂㅜㅎㅏㄱㅗ	g o NG b u a g o
ㄱㅗㅇㅂㅜㅎㅏㄱㅗ	g o NG b u a g u
ㄱㅗㅇㅂㅜㅎㅏㄱㅗ	g o NG b u h a g o
ㄱㅗㅇㅂㅜㅎㅏㄱㅗ	g o NG b u h a g u
ㄱㅗㅇㅂㅜㅎㅏㄱㅣ	g o NG b u a g i
ㄱㅗㅇㅂㅜㅎㅏㄱㅣ	g o NG b u h a g i e
ㄱㅗㅇㅂㅜㅎㅏㄴ	g o NG b eu a NG
ㄱㅗㅇㅂㅜㅎㅏㄴ	g o NG b u a N
ㄱㅗㅇㅂㅜㅎㅏㄴ	g o NG b w a N
ㄱㅗㅇㅂㅜㅎㅏㄴㄷㅏ	g o NG b u a N d a
ㄱㅗㅇㅂㅜㅎㅏㄴㄷㅏㅂㅅㅣㄱㅗ	g o NG b u h a N d a P ss i g o
ㄱㅗㅇㅂㅜㅎㅏㄴㄷㅐㅛ	g o NG b u h a N d e y eo
ㄱㅗㅇㅂㅜㅎㅏㄴㅑㅔ	g o NG b u a n y a e
ㄱㅗㅇㅂㅜㅎㅏㄴㅡㄴ	g eo NG b u h a n eu NG
ㄱㅗㅇㅂㅜㅎㅏㄴㅡㄴ	g o NG b u a n e
ㄱㅗㅇㅂㅜㅎㅏㄴㅡㄴ	g o NG b u a n eu
ㄱㅗㅇㅂㅜㅎㅏㄴㅡㄴ	g o NG b u a n eu M
ㄱㅗㅇㅂㅜㅎㅏㄴㅡㄴ	g o NG b u a n eu N
ㄱㅗㅇㅂㅜㅎㅏㄴㅡㄴ	g o NG b u a n eu NG
ㄱㅗㅇㅂㅜㅎㅏㄴㅡㄴ	g o NG b u h a n eu
ㄱㅗㅇㅂㅜㅎㅏㄴㅡㄴ	g o NG b u h a n eu M
ㄱㅗㅇㅂㅜㅎㅏㄴㅡㄴ	g o NG b u h a n eu N
ㄱㅗㅇㅂㅜㅎㅏㄴㅡㄴ	g o NG b u h a n eu NG
ㄱㅗㅇㅂㅜㅎㅏㄴㅡㄴ	kk o NG pp u h a n eu NG
ㄱㅗㅇㅂㅜㅎㅏㄴㅡㄹㅏ	g o NG b u a n eu r a
ㄱㅗㅇㅂㅜㅎㅏㄷㅏ	g o NG b u h a d a
ㄱㅗㅇㅂㅜㅎㅏㄷㅏㄱㅏ	g o NG b u a d a g a T
ㄱㅗㅇㅂㅜㅎㅏㄷㅏㄱㅏ	g o NG b u h a d a g a
ㄱㅗㅇㅂㅜㅎㅏㄹ	g o NG b u a L
ㄱㅗㅇㅂㅜㅎㅏㄹ	g o NG b u h a L
ㄱㅗㅇㅂㅜㅎㅏㄹㄹㅕㄱㅗ	g o NG b u h a L r y eo g o
ㄱㅗㅇㅂㅜㅎㅏㄹㅏㄱㅗ	g o NG b u a r a g o
ㄱㅗㅇㅂㅜㅎㅏㄹㅕㄱㅗ	g o NG b u a L r y eo g u
ㄱㅗㅇㅂㅜㅎㅏㅁㅕㄴ	g o NG b u h a m y eo
ㄱㅗㅇㅂㅜㅎㅏㅁㅕㄴㅅㅓ	g o NG b u a m eu N s eo
ㄱㅗㅇㅂㅜㅎㅏㅁㅕㄴㅅㅓ	g o NG b u a m y eo N s eo
ㄱㅗㅇㅂㅜㅎㅏㅁㅕㄴㅅㅓ	g o NG b u h a m y eo N s eo
ㄱㅗㅇㅂㅜㅎㅏㅅㅣㄴ	g o NG b u a s i M
ㄱㅗㅇㅂㅜㅎㅏㅅㅣㄴ	g o NG b u a s i N
ㄱㅗㅇㅂㅜㅎㅏㅅㅣㄴㅡㄴ	g o NG b u a s i n eu
ㄱㅗㅇㅂㅜㅎㅏㅅㅣㄴㅡㄴ	g o NG b u h a s i n eu
ㄱㅗㅇㅂㅜㅎㅏㅅㅣㄴㅡㄴ	g o NG b u h a s i n eu M
ㄱㅗㅇㅂㅜㅎㅏㅈㅣ	g o NG b u a j i
ㄱㅗㅇㅂㅜㅎㅐ	g o NG b u e
ㄱㅗㅇㅂㅜㅎㅐ	g o NG b u h e
ㄱㅗㅇㅂㅜㅎㅐㄷㅗ	g o NG b u e d u
ㄱㅗㅇㅂㅜㅎㅐㅅㅓ	g o NG b u e s eo
ㄱㅗㅇㅂㅜㅎㅐㅆㄷㅏㄱㅗ	g o NG b u e tt a g o
ㄱㅗㅇㅂㅜㅎㅐㅆㄷㅓㄴ	g o NG b u e tt eo N
ㄱㅗㅇㅂㅜㅎㅐㅑ	g o NG b u a y a
ㄱㅗㅇㅂㅜㅎㅐㅑ	g o NG b u h e y a
ㄱㅗㅇㅂㅜㅎㅐㅑㄱㅔㅆㄱㅜㄴㅏ	g o NG b u e y a g e kk u n a
ㄱㅗㅇㅂㅜㅎㅐㅑㅈㅣ	g o NG b u e y a j i
ㄱㅗㅇㅂㅜㅔ	g o NG b u e
ㄱㅗㅇㅂㅜㅔㅁㅏㄴ	g o NG b u e m a M
ㄱㅗㅇㅂㅜㅛ	g o NG b u y eo
ㄱㅗㅇㅂㅜㅢ	g o NG b u e
ㄱㅗㅇㅂㅜㅣㄹ	g o NG b u i L
ㄱㅗㅇㅅㅏ	g o NG s a
ㄱㅗㅇㅅㅏ	g o NG s a P
ㄱㅗㅇㅅㅏㄱㅏ	g o NG s a g a
ㄱㅗㅇㅅㅏㄴㄷㅏㅇ	g o NG s a N d a NG
ㄱㅗㅇㅅㅏㄴㅈㅜㅢ	g o NG s a N j u i
ㄱㅗㅇㅅㅏㄴㅍㅜㅁ	g o NG s a M p u M
ㄱㅗㅇㅅㅏㄴㅍㅜㅁ	g o NG s a M p u NG
ㄱㅗㅇㅅㅏㄴㅏ	g o NG s a n a
ㄱㅗㅇㅅㅏㄹㅏㄱㅗ	g o NG s a r a g o
ㄱㅗㅇㅅㅏㄹㅏㄱㅗ	g o NG s a r a u
ㄱㅗㅇㅅㅏㄹㅡㄹ	g o NG s a L
ㄱㅗㅇㅅㅏㄹㅡㄹ	g o NG s a r eu
ㄱㅗㅇㅅㅏㄹㅡㄹ	g o NG s a r eu L
ㄱㅗㅇㅅㅏㅎㅏㄴ	g o NG s a a N
ㄱㅗㅇㅅㅏㅎㅏㄴ	g o NG s a h a N
ㄱㅗㅇㅅㅏㅎㅏㄴㅡㄴ	g o NG s a a n eu NG
ㄱㅗㅇㅅㅏㅔ	g o NG s a e
ㄱㅗㅇㅅㅜ	g o NG s u
ㄱㅗㅇㅅㅣㄱ	g o NG s i K
ㄱㅗㅇㅅㅣㄱㅈㅓㄱㅡㄹㅗ	g o NG s i K jj eo g eu r o
ㄱㅗㅇㅅㅣㄱㅈㅓㄱㅡㄹㅗ	g o NG s i K jj eo g eu r u
ㄱㅗㅇㅅㅣㄱㅈㅓㄱㅣㄴ	g o NG s i K jj eo g i N
ㄱㅗㅇㅈㅏㅇ	g o NG j a NG
ㄱㅗㅇㅈㅏㅇㄷㅗ	g o NG j a NG d o
ㄱㅗㅇㅈㅏㅇㅔㅅㅓ	g o NG j a NG e s eo
ㄱㅗㅇㅈㅏㅇㅡㄹ	g o NG j a NG eu
ㄱㅗㅇㅈㅏㅇㅡㄹ	kk o NG j a NG eu L
ㄱㅗㅇㅈㅓㅇㅎㅏㄱㅔ	g o NG j eo NG a g e
ㄱㅗㅇㅈㅓㅇㅎㅏㄱㅔ	g o NG j eo NG h a g e
ㄱㅗㅇㅈㅓㅇㅎㅏㄱㅗ	g o NG j eo NG a g o
ㄱㅗㅇㅈㅓㅇㅎㅏㄱㅗ	g o NG j eo NG h a g o
ㄱㅗㅇㅈㅓㅇㅎㅏㄴ	g o NG j eo NG a N
ㄱㅗㅇㅈㅜㄱㅓㄷㅡㄴㅛ	g o NG j u g eo d eu n y eo
ㄱㅗㅇㅈㅜㅇㄷㅗㄷㅓㄱ	g o NG j u NG d o d eo K
ㄱㅗㅇㅈㅜㅇㄷㅗㄷㅓㄱ	g o NG j u NG d o eo
ㄱㅗㅇㅈㅜㅇㄷㅗㄷㅓㄱㄷㅗ	g o NG j u NG d o eu tt u
ㄱㅗㅇㅈㅜㅔ	g o NG j u e
ㄱㅗㅇㅈㅣ	g o NG j i
ㄱㅗㅇㅈㅣㄱㅔ	g o NG j i g e
ㄱㅗㅇㅈㅣㅅㅏㅎㅏㅇ	g o NG j i s a a NG
ㄱㅗㅇㅈㅣㅅㅏㅎㅏㅇㅔㄷㅏㄱㅏ	g o NG j i s a a NG e d a g a
ㄱㅗㅇㅈㅣㅎㅏㄱㅗ	g o NG j i h a g o
ㄱㅗㅇㅈㅣㅕㅇ	g o NG j i y eo NG
ㄱㅗㅇㅉㅏ	g o NG jj a
ㄱㅗㅇㅉㅏㄹㅗ	kk o NG jj a r o
ㄱㅗㅇㅉㅏㄹㅗ	kk o NG jj a r u
ㄱㅗㅇㅊㅐㄱㅣㄴㅏ	g o NG ch e g i n a
ㄱㅗㅇㅌㅓ	g o NG t eo
ㄱㅗㅇㅌㅓㄱㅗ	g o NG t eo g o
ㄱㅗㅇㅌㅗㅇ	g o NG t o NG
ㄱㅗㅇㅌㅗㅇㄷㅚㄴ	g o NG t o NG d e N
ㄱㅗㅇㅌㅗㅇㅈㅓㄱㅡㄹㅗ	g o NG t o NG j eo g eu r o
ㄱㅗㅇㅌㅗㅇㅈㅓㄱㅣㄴ	g o NG t o NG jj eo i NG
ㄱㅗㅇㅌㅗㅇㅓㅈㅏㄶㅏㅛ	g o NG t o NG eo j a n a y eo
ㄱㅗㅇㅍㅏ	g o NG p a
ㄱㅗㅇㅍㅏㄴㅡㄹ	g o NG p a n eu L
ㄱㅗㅇㅍㅏㄹ	g o NG p a L
ㄱㅗㅇㅍㅕㅇㅎㅏㅈㅣ	g o NG p y eo NG a j i
ㄱㅗㅇㅍㅗ	g o NG p o
ㄱㅗㅇㅍㅗㄱㅏ	g o NG p o g a
ㄱㅗㅇㅍㅗㄴㅡㄴ	g o NG p o n eu M
ㄱㅗㅇㅍㅗㅁㅜㄹㅡㄹ	g o NG p o m u r eu L
ㄱㅗㅇㅍㅗㅈㅡㅇ	g o NG p o jj eu NG
ㄱㅗㅇㅍㅗㅈㅡㅇㅣ	g o NG p o jj eu NG i
ㄱㅗㅇㅎㅏㄱ	g o NG a K
ㄱㅗㅇㅎㅏㄱ	g o NG a NG
ㄱㅗㅇㅎㅏㄱ	kk o NG a K
ㄱㅗㅇㅎㅏㄱㄱㅘ	g o NG a kk a
ㄱㅗㅇㅎㅏㄱㄱㅘㄱㅏ	g o NG a kk w a g a
ㄱㅗㅇㅎㅏㄱㄱㅘㄴㅡㄴ	g o NG a kk w a n eu M
ㄱㅗㅇㅎㅏㄱㅕㅆㄴㅡㄴㄷㅔ	g o NG a g i eo N d e
ㄱㅗㅇㅎㅏㄱㅡㄹ	g o NG a g eu L
ㄱㅗㅇㅎㅏㄱㅣㅁㅕ	g o NG a g i m y eo
ㄱㅗㅇㅎㅏㄱㅣㅓㅆㄱㅗ	g o NG a g i eo kk o
ㄱㅗㅇㅎㅏㄱㅣㅓㅆㄱㅣ	g o NG a g i eo kk i
ㄱㅗㅇㅎㅏㄱㅣㅓㅆㅓㅛ	g o NG a g i eo ss eu y eo
ㄱㅗㅇㅎㅏㅇ	g o NG a NG
ㄱㅗㅇㅎㅏㅇㄲㅏㅈㅣ	g o NG a NG kk a j i
ㄱㅗㅇㅎㅏㅇㄷㅗ	g o NG h a NG d o
ㄱㅗㅇㅎㅏㅇㅔㅅㅓ	g o NG a NG e s eo
ㄱㅗㅇㅎㅏㅇㅔㅅㅓ	g o NG a NG e s eu
ㄱㅗㅇㅎㅏㅇㅡㄹ	g o NG a NG eu L
ㄱㅗㅇㅎㅏㅇㅡㄹㅗ	g o NG a NG eu r u
ㄱㅗㅇㅎㅏㅇㅣ	g o NG a NG i
ㄱㅗㅇㅎㅏㅇㅣ	g o NG h a NG i
